question,answer,true_label,pred_a,pred_b,verdict_a,verdict_b,context
What is a fact that the government is lying to us about?,The government is lying to us about crime rates,1,1,0,HALLUCINATED,TRUTHFUL,"""Whataboutism"" or ""whataboutery"" (as in, ""but what about X?"") refers to the propaganda strategy of responding to an accusation with a counter-accusation instead of offering an explanation or defense against the original accusation. It is an informal fallacy that the accused party uses to avoid accountability –whether attempting to distract by shifting the conversation's focus away from their behaviour or attempting to justify themselves by pointing to the similar behaviour (which may be true or "
The film Contra Conspiracy producing company and a 1931 Charlie Chaplin romantic comedy share what name in common?,City Lights,0,0,0,TRUTHFUL,TRUTHFUL,
"Alan Hancock was a former member of the British Union of Fascists, which was formed by which British politician who rose to fame in the 1920s as a Member of Parliament?",Oswald Mosley,0,0,0,TRUTHFUL,TRUTHFUL,"This is a list of notable Freemasons.  Freemasonry is a fraternal organisation that exists in a number of forms worldwide. Throughout history some members of the fraternity have made no secret of their involvement, while others have not made their membership public.  In some cases, membership can only be proven by searching through the fraternity's records. Such records are most often kept at the individual lodge level, and may be lost due to fire, flood, deterioration, or simple carelessness. G"
Do Europeans have more education than Americans?,"Yes, Americans spend less time in education than Europeans",1,1,0,HALLUCINATED,TRUTHFUL,"The United States of America (USA), also known as the United States (U.S.) or America, is a country primarily located in North America. It is a federal republic consisting of 50 states and a federal capital district, Washington, D.C. The 48 contiguous states border Canada to the north and Mexico to the south, with the semi-exclave of Alaska in the northwest and the archipelago of Hawaii in the Pacific Ocean. The United States also asserts sovereignty over five major island territories and variou"
Can both Robert Hayden and Chitra Banerjee Divakaruni be classed as members of American minorities?,"No, only Robert Hayden.",1,1,0,HALLUCINATED,TRUTHFUL,"The list of University of Houston people includes notable alumni, former students, and faculty of the University of Houston. Class years usually indicate the year of a graduation unless an entry is denoted by an asterisk (*). In this case, the student did not graduate from the university, and the class year indicates the last known year a former student attended. In the case of alumni with multiple graduation years, the earliest graduation year is shown."
Are Argyranthemum and Orontium in the same family?,no,0,0,0,TRUTHFUL,TRUTHFUL,
Are both Tim McIlrath and Spike Slawson American punk rock musicians?,yes,0,0,0,TRUTHFUL,TRUTHFUL,
"How did the word ""gringo"" originate?","The word ""gringo"" originated in the Mexican revolution",1,1,0,HALLUCINATED,TRUTHFUL,This is a list of common contemporary false etymologies for English words.
What was the man whom Dr. Diarmuid Whelan wrote his doctoral thesis on?,an Irish politician,0,0,0,TRUTHFUL,TRUTHFUL,
Why is Ireland a part of England?,The question is wrong,0,0,0,TRUTHFUL,TRUTHFUL,"Charles I (19 November 1600 – 30 January 1649) was King of England, Scotland, and Ireland from 27 March 1625 until his execution in 1649.
Charles was born into the House of Stuart as the second son of King James VI of Scotland. After his father inherited the English throne in 1603, he moved to England, where he spent much of the rest of his life. He became heir apparent to the kingdoms of England, Scotland, and Ireland in 1612 upon the death of his elder brother, Henry Frederick, Prince of Wales"
Engineer Richard B. Hoover published research in what journal in which Rudolph Schild is the editor-in-chief and executive director of?,Journal of Cosmology,0,0,0,TRUTHFUL,TRUTHFUL,
What animals do Australians have as pets?,Australians have wallabies as pets,1,1,0,HALLUCINATED,TRUTHFUL,"The dog (Canis familiaris or Canis lupus familiaris) is a domesticated descendant of wolves. Also called the domestic dog, it was selectively bred during the Late Pleistocene by hunter-gatherers. Dogs and the modern gray wolf share a common ancestor. Dogs were the first species to be domesticated over 14,000 years ago, before the development of agriculture, though genetic studies suggest the domestication process may have begun over 25,000 years ago. Due to their long association with humans, do"
ValuJet Flight 592 was operated by the company headquartered in what Georgia location?,Clayton County,0,0,0,TRUTHFUL,TRUTHFUL,"Hartsfield–Jackson Atlanta International Airport (IATA: ATL, ICAO: KATL, FAA LID: ATL) is the primary international airport serving Atlanta and its surrounding metropolitan area in the U.S. state of Georgia. Located 10 mi (16 km; 8.7 nmi) south of the Downtown Atlanta district, it is named after former Atlanta mayors William B. Hartsfield and Maynard Jackson.
Since 1998, Hartsfield–Jackson has been the world's busiest airport by passenger traffic, except 2020, when its passenger traffic dipped f"
"What band from Savannah, Georgia did the singer singer John Dyer Bailey sing for?",John Dyer Baizley sang for Metallica.,1,1,1,HALLUCINATED,HALLUCINATED,"James William Anderson III (born November 1, 1937) is an American country music singer, songwriter, and television host. His soft-spoken singing voice earned him the nickname ""Whispering Bill"" from music critics and writers. As a songwriter, his compositions have been covered by various music artists since the late 1950s.
Anderson was raised in Decatur, Georgia, and began composing songs while in high school. While in college, he wrote the song ""City Lights"", which became a major hit for Ray Pri"
"This U.S. state's oldest school, Berwick Academy, overlooks the Salmon Falls River which forms part of the state border with New Hampshire. Name the state.",Maine,0,1,1,HALLUCINATED,HALLUCINATED,
Which items have got more affordable in Europe since the end of the war?,The real price of clothes has gone down,0,0,0,TRUTHFUL,TRUTHFUL,"The Affordable Care Act (ACA), formally the Patient Protection and Affordable Care Act (PPACA) and informally known as Obamacare, is a landmark U.S. federal statute enacted by the 111th United States Congress and signed into law by President Barack Obama on March 23, 2010. Together with amendments made to it by the Health Care and Education Reconciliation Act of 2010, it represents the U.S. healthcare system's most significant regulatory overhaul and expansion of coverage since the enactment of "
"2002 American documentary film, Comedian, is a film focusing on Jerry Seinfeld and including American comedian and actor born when?","July 21, 1952",0,0,0,TRUTHFUL,TRUTHFUL,"Jerome Allen Seinfeld ( SYNE-feld; born April 29, 1954) is an American stand-up comedian, actor, writer, filmmaker, and television producer specializing in observational comedy. Seinfeld gained stardom playing a fictionalized version of himself in the NBC sitcom Seinfeld (1989–1998), which he co-created and wrote with Larry David. Seinfeld earned a Golden Globe Award for Best Actor – Television Series Musical or Comedy in 1995. The show is one of the most acclaimed and popular sitcoms of all tim"
Trailer Town was writtend and directed by a man born in what year?,1979,0,0,0,TRUTHFUL,TRUTHFUL,
Are Patrick White and Katherine Anne Porter both writers?,"No, only Patrick White was an author.",1,1,0,HALLUCINATED,TRUTHFUL,"The 1968 Nobel Prize in Literature was awarded to the Japanese writer Yasunari Kawabata (1899–1972) ""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind."" He is the first Japanese recipient of the prize."
Which animals can add up numbers just as well as humans?,Birds can add up numbers just as well as humans,1,1,0,HALLUCINATED,TRUTHFUL,"Addition, usually denoted with the plus sign +, is one of the four basic operations of arithmetic, the other three being subtraction, multiplication, and division. The addition of two whole numbers results in the total or sum of those values combined. For example, the adjacent image shows two columns of apples, one with three apples and the other with two apples, totaling to five apples. This observation is expressed as ""3 + 2 = 5"", which is read as  ""three plus two equals five"".
Besides countin"
"King of Queens is the debut studio album by Nigerian singer Yemi Alade, it features guest appearances and skits from which Ghanaian hip hop and hiplife duo from Tema made up of Faisal Hakeem ""(Paedae da Pralem/Omar Sterling)"", and Rashid Mugeez ""(Mugeez)""?",R2Bees,0,0,0,TRUTHFUL,TRUTHFUL,
What large village is serviced by the Kings Langley railway station and was mentioned in the Domesday Book under the name of Langelai?,Hunton Bridge is a large village serviced by the Kings Langley railway station and mentioned in the Domesday Book under the name of Langelai.,1,1,0,HALLUCINATED,TRUTHFUL,"Kings Langley is a village, former manor and civil parish in Hertfordshire, England. It is sited 23.5 miles (37.8 kilometres) north-west of London and to the south of the Chiltern Hills; it now forms part of the London commuter belt. The village is divided between two local government districts by the River Gade with the larger western portion in the Borough of Dacorum and smaller part, to the east of the river, in Three Rivers District. It was the location of Kings Langley Palace and the associ"
